RoomCd|RoomType|RoomCharacteristic|minPax|maxPax|maxAdults|maxChildren|minAdults|Description__ENG|TypeDescription__ENG|CharacteristicDescription__ENG|Description__IND|TypeDescription__IND|CharacteristicDescription__IND
APT.B2-TR|APT|B2-TR|1|6|6|5|1|APARTMENT TWO BEDROOMS WITH TERRACE|APARTMENT|TWO BEDROOMS WITH TERRACE|APARTEMEN DUA KAMAR DENGAN TERAS|APARTEMEN|DUA KAMAR DENGAN TERAS
APT.B2-VM|APT|B2-VM|0|10|7|5|1|APARTMENT SEA VIEW TWO BEDROOMS|APARTMENT|SEA VIEW TWO BEDROOMS|APARTEMEN PEMANDANGAN LAUT DUA KAMAR TIDUR|APARTEMEN|PEMANDANGAN LAUT DUA KAMAR TIDUR
APT.B2-VP|APT|B2-VP|1|6|6|4|1|APARTMENT POOL VIEW TWO BEDROOMS|APARTMENT|POOL VIEW TWO BEDROOMS|APARTEMEN PEMANDANGAN KOLAM RENANG DUA KAMAR TIDUR|APARTEMEN|PEMANDANGAN KOLAM RENANG DUA KAMAR TIDUR
APT.B2-XW|APT|B2-XW|1|12|12|11|1|APARTMENT TWO BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|TWO BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN DUA KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|DUA KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.B3|APT|B3|0|14|12|7|1|APARTMENT THREE BEDROOMS|APARTMENT|THREE BEDROOMS|APARTEMEN TIGA KAMAR|APARTEMEN|TIGA KAMAR
APT.B3-1|APT|B3-1|1|9|9|3|1|APARTMENT THREE BEDROOMS|APARTMENT|THREE BEDROOMS|APARTEMEN TIGA KAMAR|APARTEMEN|TIGA KAMAR
APT.B3-2|APT|B3-2|1|9|6|3|1|APARTMENT THREE BEDROOMS|APARTMENT|THREE BEDROOMS|APARTEMEN TIGA KAMAR|APARTEMEN|TIGA KAMAR
APT.B3-3|APT|B3-3|1|9|7|2|1|APARTMENT THREE BEDROOMS|APARTMENT|THREE BEDROOMS|APARTEMEN TIGA KAMAR|APARTEMEN|TIGA KAMAR
APT.B3-5|APT|B3-5|1|7|7|6|1|APARTMENT THREE BEDROOMS|APARTMENT|THREE BEDROOMS|APARTEMEN TIGA KAMAR|APARTEMEN|TIGA KAMAR
APT.B3-6|APT|B3-6|1|8|6|2|1|APARTMENT THREE BEDROOMS|APARTMENT|THREE BEDROOMS|APARTEMEN TIGA KAMAR|APARTEMEN|TIGA KAMAR
APT.B3-C4|APT|B3-C4|1|4|4|0|1|APARTMENT CAPACITY 4 THREE BEDROOM|APARTMENT|CAPACITY 4 THREE BEDROOM|APARTEMEN KAPASITAS 4 TIGA KAMAR|APARTEMEN|KAPASITAS 4 TIGA KAMAR
APT.B3-C5|APT|B3-C5|1|7|7|2|1|APARTMENT CAPACITY 5 THREE BEDROOM|APARTMENT|CAPACITY 5 THREE BEDROOM|APARTEMEN KAPASITAS 5 TIGA KAMAR|APARTEMEN|KAPASITAS 5 TIGA KAMAR
APT.B3-C6|APT|B3-C6|1|8|8|5|1|APARTMENT CAPACITY 6 THREE BEDROOM|APARTMENT|CAPACITY 6 THREE BEDROOM|APARTEMEN KAPASITAS 6 TIGA KAMAR|APARTEMEN|KAPASITAS 6 TIGA KAMAR
APT.B3-C7|APT|B3-C7|1|8|8|0|1|APARTMENT CAPACITY 7 THREE BEDROOMS|APARTMENT|CAPACITY 7 THREE BEDROOMS|APARTEMEN KAPASITAS 7 TIGA KAMAR|APARTEMEN|KAPASITAS 7 TIGA KAMAR
APT.B3-C8|APT|B3-C8|0|8|8|8|1|APARTMENT CAPACITY 8 THREE BEDROOMS|APARTMENT|CAPACITY 8 THREE BEDROOMS|APARTEMEN KAPASITAS 8 TIGA KAMAR|APARTEMEN|KAPASITAS 8 TIGA KAMAR
APT.B3-DX|APT|B3-DX|1|11|11|7|1|APARTMENT DELUXE THREE BEDROOM|APARTMENT|DELUXE THREE BEDROOM|APARTEMEN DELUKS TIGA KAMAR TIDUR|APARTEMEN|DELUKS TIGA KAMAR TIDUR
APT.B3-EJ|APT|B3-EJ|1|8|8|2|1|APARTMENT EXECUTIVE THREE BEDROOMS|APARTMENT|EXECUTIVE THREE BEDROOMS|APARTEMEN EKSEKUTIF TIGA KAMAR TIDUR|APARTEMEN|EKSEKUTIF TIGA KAMAR TIDUR
APT.B3-OV|APT|B3-OV|0|7|7|4|1|APARTMENT OCEAN VIEW THREE BEDROOMS|APARTMENT|OCEAN VIEW THREE BEDROOMS|APARTEMEN PEMANDANGAN SAMUDRA TIGA KAMAR TIDUR|APARTEMEN|PEMANDANGAN SAMUDRA TIGA KAMAR TIDUR
APT.B3-PP|APT|B3-PP|1|7|7|4|1|APARTMENT THREE BEDROOMS WITH PRIVATE POOL|APARTMENT|THREE BEDROOMS WITH PRIVATE POOL|APARTEMEN TIGA KAMAR DENGAN KOLAM RENANG PRIBADI|APARTEMEN|TIGA KAMAR DENGAN KOLAM RENANG PRIBADI
APT.B3-SU|APT|B3-SU|1|8|8|7|1|APARTMENT SUPERIOR THREE BEDROOMS|APARTMENT|SUPERIOR THREE BEDROOMS|APARTEMEN SUPERIOR TIGA KAMAR TIDUR|APARTEMEN|SUPERIOR TIGA KAMAR TIDUR
APT.B3-VM|APT|B3-VM|1|9|8|3|1|APARTMENT SEA VIEW THREE BEDROOMS|APARTMENT|SEA VIEW THREE BEDROOMS|APARTEMEN PEMANDANGAN LAUT TIGA KAMAR TIDUR|APARTEMEN|PEMANDANGAN LAUT TIGA KAMAR TIDUR
APT.B3-XW|APT|B3-XW|1|12|12|11|1|APARTMENT THREE BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|THREE BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN 3 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|3 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.B4|APT|B4|0|12|12|8|1|APARTMENT FOUR BEDROOMS|APARTMENT|FOUR BEDROOMS|APARTEMEN EMPAT KAMAR|APARTEMEN|EMPAT KAMAR
APT.B4-1|APT|B4-1|1|9|8|1|1|APARTMENT FOUR BEDROOMS|APARTMENT|FOUR BEDROOMS|APARTEMEN EMPAT KAMAR|APARTEMEN|EMPAT KAMAR
APT.B4-2|APT|B4-2|1|10|8|2|1|APARTMENT FOUR BEDROOMS|APARTMENT|FOUR BEDROOMS|APARTEMEN EMPAT KAMAR|APARTEMEN|EMPAT KAMAR
APT.B4-C8|APT|B4-C8|1|9|9|7|1|APARTMENT CAPACITY 8 FOUR BEDROOMS|APARTMENT|CAPACITY 8 FOUR BEDROOMS|APARTEMEN KAPASITAS 8 EMPAT KAMAR|APARTEMEN|KAPASITAS 8 EMPAT KAMAR
APT.B4-C9|APT|B4-C9|1|9|9|0|1|APARTMENT CAPACITY 9 FOUR BEDROOMS|APARTMENT|CAPACITY 9 FOUR BEDROOMS|APARTEMEN KAPASITAS 9 EMPAT KAMAR|APARTEMEN|KAPASITAS 9 EMPAT KAMAR
APT.B4-SU|APT|B4-SU|1|10|10|9|1|APARTMENT SUPERIOR FOUR BEDROOMS|APARTMENT|SUPERIOR FOUR BEDROOMS|APARTEMEN SUPERIOR EMPAT KAMAR TIDUR|APARTEMEN|SUPERIOR EMPAT KAMAR TIDUR
APT.B4-XW|APT|B4-XW|1|16|16|15|1|APARTMENT FOUR BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|FOUR BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN 4 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|4 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.B5|APT|B5|1|10|10|6|1|APARTMENT FIVE BEDROOMS|APARTMENT|FIVE BEDROOMS|APARTEMEN LIMA KAMAR|APARTEMEN|LIMA KAMAR
APT.B5-XW|APT|B5-XW|1|18|18|17|1|APARTMENT FIVE BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|FIVE BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN 5 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|5 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.B6-XW|APT|B6-XW|1|16|16|15|1|APARTMENT SIX BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|SIX BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN 6 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|6 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.B7-XW|APT|B7-XW|1|15|15|14|1|APARTMENT SEVEN BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|SEVEN BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN 7 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|7 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.B8-XW|APT|B8-XW|1|22|22|21|1|APARTMENT EIGHT BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|EIGHT BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN 8 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|8 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.B9-XW|APT|B9-XW|1|20|20|19|1|APARTMENT NINE BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTMENT|NINE BEDROOMS WITH MORE THAN THREE BATHROOMS|APARTEMEN 9 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI|APARTEMEN|9 KAMAR TIDUR DENGAN LEBIH DARI TIGA KAMAR MANDI
APT.BF|APT|BF|1|6|6|5|1|APARTMENT BEACH FRONT|APARTMENT|BEACH FRONT|APARTEMEN DEPAN PANTAI|APARTEMEN|DEPAN PANTAI
APT.BK|APT|BK|1|6|6|3|1|APARTMENT BUNK BED|APARTMENT|BUNK BED|APARTEMEN RANJANG SUSUN|APARTEMEN|RANJANG SUSUN
APT.BL|APT|BL|1|10|10|7|1|APARTMENT WITH BALCONY|APARTMENT|WITH BALCONY|APARTEMEN DENGAN BALKON|APARTEMEN|DENGAN BALKON
APT.BL-GV|APT|BL-GV|2|4|4|2|2|APARTMENT GARDEN VIEW WITH BALCONY|APARTMENT|GARDEN VIEW WITH BALCONY|APARTEMEN PEMANDANGAN KEBUN DENGAN BALKON|APARTEMEN|PEMANDANGAN KEBUN DENGAN BALKON
APT.BL-SS|APT|BL-SS|2|4|2|2|2|APARTMENT SIDE SEA VIEW WITH BALCONY|APARTMENT|SIDE SEA VIEW WITH BALCONY|APARTEMEN PEMANDANGAN TEPI LAUT DENGAN BALKON|APARTEMEN|PEMANDANGAN TEPI LAUT DENGAN BALKON
APT.BL-SU|APT|BL-SU|1|2|2|1|1|APARTMENT SUPERIOR WITH BALCONY|APARTMENT|SUPERIOR WITH BALCONY|APARTEMEN SUPERIOR DENGAN BALKON|APARTEMEN|SUPERIOR DENGAN BALKON
APT.BL-VM|APT|BL-VM|1|5|5|3|1|APARTMENT SEA VIEW WITH BALCONY|APARTMENT|SEA VIEW WITH BALCONY|APARTEMEN PEMANDANGAN LAUT DENGAN BALKON|APARTEMEN|PEMANDANGAN LAUT DENGAN BALKON
APT.BS|APT|BS|1|4|4|1|1|APARTMENT BUSINESS|APARTMENT|BUSINESS|APARTEMEN BISNIS|APARTEMEN|BISNIS
APT.BS-SU|APT|BS-SU|1|3|3|1|1|APARTMENT BUSINESS SUPERIOR|APARTMENT|BUSINESS SUPERIOR|APARTEMEN BISNIS SUPERIOR|APARTEMEN|BISNIS SUPERIOR
APT.C1|APT|C1|0|4|4|2|1|APARTMENT CAPACITY 1|APARTMENT|CAPACITY 1|APARTEMEN KAPASITAS 1|APARTEMEN|KAPASITAS 1
APT.C1-1|APT|C1-1|1|3|1|2|1|APARTMENT CAPACITY 1|APARTMENT|CAPACITY 1|APARTEMEN KAPASITAS 1|APARTEMEN|KAPASITAS 1
APT.C1-2|APT|C1-2|3|3|1|2|1|APARTMENT CAPACITY 1|APARTMENT|CAPACITY 1|APARTEMEN KAPASITAS 1|APARTEMEN|KAPASITAS 1
APT.C1-3|APT|C1-3|4|4|3|3|1|APARTMENT CAPACITY 1|APARTMENT|CAPACITY 1|APARTEMEN KAPASITAS 1|APARTEMEN|KAPASITAS 1
APT.C2|APT|C2|0|6|6|2|1|APARTMENT CAPACITY 2|APARTMENT|CAPACITY 2|APARTEMEN KAPASITAS 2|APARTEMEN|KAPASITAS 2
APT.C2-1|APT|C2-1|1|3|2|1|1|APARTMENT CAPACITY 2|APARTMENT|CAPACITY 2|APARTEMEN KAPASITAS 2|APARTEMEN|KAPASITAS 2
APT.C2-2|APT|C2-2|4|4|2|2|2|APARTMENT CAPACITY 2|APARTMENT|CAPACITY 2|APARTEMEN KAPASITAS 2|APARTEMEN|KAPASITAS 2
APT.C2-3|APT|C2-3|5|5|2|3|2|APARTMENT CAPACITY 2|APARTMENT|CAPACITY 2|APARTEMEN KAPASITAS 2|APARTEMEN|KAPASITAS 2
APT.C2-4|APT|C2-4|6|6|4|2|4|APARTMENT CAPACITY 2|APARTMENT|CAPACITY 2|APARTEMEN KAPASITAS 2|APARTEMEN|KAPASITAS 2
APT.C2-DX|APT|C2-DX|1|3|2|0|1|APARTMENT DELUXE CAPACITY 2|APARTMENT|DELUXE CAPACITY 2|APARTEMEN DELUKS KAPASITAS 2|APARTEMEN|DELUKS KAPASITAS 2
APT.C2-EJ|APT|C2-EJ|1|2|2|0|1|APARTMENT EXECUTIVE CAPACITY 2|APARTMENT|EXECUTIVE CAPACITY 2|APARTEMEN EKSEKUTIF KAPASITAS 2|APARTEMEN|EKSEKUTIF KAPASITAS 2
APT.C2-GV|APT|C2-GV|1|3|3|2|1|APARTMENT GARDEN VIEW CAPACITY 2|APARTMENT|GARDEN VIEW CAPACITY 2|APARTEMEN PEMANDANGAN KEBUN KAPASITAS 2|APARTEMEN|PEMANDANGAN KEBUN KAPASITAS 2
APT.C2-SU|APT|C2-SU|1|4|3|1|1|APARTMENT SUPERIOR CAPACITY 2|APARTMENT|SUPERIOR CAPACITY 2|APARTEMEN SUPERIOR KAPASITAS 2|APARTEMEN|SUPERIOR KAPASITAS 2
APT.C2-VM|APT|C2-VM|1|4|2|2|1|APARTMENT SEA VIEW CAPACITY 2|APARTMENT|SEA VIEW CAPACITY 2|APARTEMEN PEMANDANGAN LAUT KAPASITAS 2|APARTEMEN|PEMANDANGAN LAUT KAPASITAS 2
APT.C3|APT|C3|0|6|6|3|1|APARTMENT CAPACITY 3|APARTMENT|CAPACITY 3|APARTEMEN KAPASITAS 3|APARTEMEN|KAPASITAS 3
APT.C3-1|APT|C3-1|1|4|3|1|1|APARTMENT CAPACITY 3|APARTMENT|CAPACITY 3|APARTEMEN KAPASITAS 3|APARTEMEN|KAPASITAS 3
APT.C3-2|APT|C3-2|1|1|1|1|1|APARTMENT CAPACITY 3|APARTMENT|CAPACITY 3|APARTEMEN KAPASITAS 3|APARTEMEN|KAPASITAS 3
APT.C3-3|APT|C3-3|1|1|1|1|1|APARTMENT CAPACITY 3|APARTMENT|CAPACITY 3|APARTEMEN KAPASITAS 3|APARTEMEN|KAPASITAS 3
APT.C3-SU|APT|C3-SU|1|4|4|2|1|APARTMENT SUPERIOR CAPACITY 3|APARTMENT|SUPERIOR CAPACITY 3|APARTEMEN SUPERIOR KAPASITAS 3|APARTEMEN|SUPERIOR KAPASITAS 3
APT.C3-VM|APT|C3-VM|1|4|3|2|1|APARTMENT SEA VIEW CAPACITY 3|APARTMENT|SEA VIEW CAPACITY 3|APARTEMEN PEMANDANGAN LAUT KAPASITAS 3|APARTEMEN|PEMANDANGAN LAUT KAPASITAS 3
APT.C4|APT|C4|0|8|8|3|1|APARTMENT CAPACITY 4|APARTMENT|CAPACITY 4|APARTEMEN KAPASITAS 4|APARTEMEN|KAPASITAS 4
APT.C4-1|APT|C4-1|1|5|4|1|1|APARTMENT CAPACITY 4|APARTMENT|CAPACITY 4|APARTEMEN KAPASITAS 4|APARTEMEN|KAPASITAS 4
APT.C4-2|APT|C4-2|1|4|4|2|1|APARTMENT CAPACITY 4|APARTMENT|CAPACITY 4|APARTEMEN KAPASITAS 4|APARTEMEN|KAPASITAS 4
APT.C4-3|APT|C4-3|2|4|4|3|1|APARTMENT CAPACITY 4|APARTMENT|CAPACITY 4|APARTEMEN KAPASITAS 4|APARTEMEN|KAPASITAS 4
APT.C4-4|APT|C4-4|4|4|3|1|3|APARTMENT CAPACITY 4|APARTMENT|CAPACITY 4|APARTEMEN KAPASITAS 4|APARTEMEN|KAPASITAS 4
APT.C4-DX|APT|C4-DX|1|5|4|0|1|APARTMENT DELUXE CAPACITY 4|APARTMENT|DELUXE CAPACITY 4|APARTEMEN DELUKS KAPASITAS 4|APARTEMEN|DELUKS KAPASITAS 4
APT.C4-SU|APT|C4-SU|1|6|6|5|1|APARTMENT SUPERIOR CAPACITY 4|APARTMENT|SUPERIOR CAPACITY 4|APARTEMEN SUPERIOR KAPASITAS 4|APARTEMEN|SUPERIOR KAPASITAS 4
APT.C4-VM|APT|C4-VM|1|5|4|3|1|APARTMENT SEA VIEW CAPACITY 4|APARTMENT|SEA VIEW CAPACITY 4|APARTEMEN PEMANDANGAN LAUT KAPASITAS 4|APARTEMEN|PEMANDANGAN LAUT KAPASITAS 4
APT.C5|APT|C5|0|6|6|4|1|APARTMENT CAPACITY 5|APARTMENT|CAPACITY 5|APARTEMEN KAPASITAS 5|APARTEMEN|KAPASITAS 5
APT.C5-1|APT|C5-1|6|6|5|1|5|APARTMENT CAPACITY 5|APARTMENT|CAPACITY 5|APARTEMEN KAPASITAS 5|APARTEMEN|KAPASITAS 5
APT.C5-FH|APT|C5-FH|1|5|5|4|1|APARTMENT CAPACITY 5 WITH SHARED BATHROOM|APARTMENT|CAPACITY 5 WITH SHARED BATHROOM|APARTEMEN KAPASITAS 5 DENGAN KAMAR MANDI BERSAMA|APARTEMEN|KAPASITAS 5 DENGAN KAMAR MANDI BERSAMA
APT.C5-VM|APT|C5-VM|1|6|5|4|1|APARTMENT SEA VIEW CAPACITY 5|APARTMENT|SEA VIEW CAPACITY 5|APARTEMEN PEMANDANGAN LAUT KAPASITAS 5|APARTEMEN|PEMANDANGAN LAUT KAPASITAS 5
APT.C6|APT|C6|0|8|8|4|1|APARTMENT CAPACITY 6|APARTMENT|CAPACITY 6|APARTEMEN KAPASITAS 6|APARTEMEN|KAPASITAS 6
APT.C6-2|APT|C6-2|1|6|6|0|1|APARTMENT CAPACITY 6|APARTMENT|CAPACITY 6|APARTEMEN KAPASITAS 6|APARTEMEN|KAPASITAS 6
APT.C6-3|APT|C6-3|1|6|6|3|1|APARTMENT CAPACITY 6|APARTMENT|CAPACITY 6|APARTEMEN KAPASITAS 6|APARTEMEN|KAPASITAS 6
APT.C6-FH|APT|C6-FH|1|6|6|5|1|APARTMENT CAPACITY 6 WITH SHARED BATHROOM|APARTMENT|CAPACITY 6 WITH SHARED BATHROOM|APARTEMEN KAPASITAS 6 DENGAN KAMAR MANDI BERSAMA|APARTEMEN|KAPASITAS 6 DENGAN KAMAR MANDI BERSAMA
APT.C7|APT|C7|0|8|7|6|1|APARTMENT CAPACITY 7|APARTMENT|CAPACITY 7|APARTEMEN KAPASITAS 7|APARTEMEN|KAPASITAS 7
APT.C8|APT|C8|0|10|10|7|1|APARTMENT CAPACITY 8|APARTMENT|CAPACITY 8|APARTEMEN KAPASITAS 8|APARTEMEN|KAPASITAS 8
APT.C8-FH|APT|C8-FH|1|8|8|7|1|APARTMENT CAPACITY 8 WITH SHARED BATHROOM|APARTMENT|CAPACITY 8 WITH SHARED BATHROOM|APARTEMEN KAPASITAS 8 DENGAN KAMAR MANDI BERSAMA|APARTEMEN|KAPASITAS 8 DENGAN KAMAR MANDI BERSAMA
APT.C9|APT|C9|1|9|9|7|2|APARTMENT CAPACITY 9|APARTMENT|CAPACITY 9|APARTEMEN KAPASITAS 9|APARTEMEN|KAPASITAS 9
APT.CB|APT|CB|1|4|4|3|1|APARTMENT CLUB|APARTMENT|CLUB|APARTEMEN KLUB|APARTEMEN|KLUB
APT.CB-3|APT|CB-3|1|3|3|2|1|APARTMENT CLUB|APARTMENT|CLUB|APARTEMEN KLUB|APARTEMEN|KLUB
APT.CB-DX|APT|CB-DX|2|4|3|1|1|APARTMENT CLUB DELUXE|APARTMENT|CLUB DELUXE|APARTEMEN KLUB DELUKS|APARTEMEN|KLUB DELUKS
APT.CB-GD|APT|CB-GD|2|4|4|2|1|APARTMENT CLUB GRAND|APARTMENT|CLUB GRAND|APARTEMEN KLUB GRAND|APARTEMEN|KLUB GRAND
APT.CB-LV|APT|CB-LV|2|6|6|4|1|APARTMENT CLUB LAND VIEW|APARTMENT|CLUB LAND VIEW|APARTEMEN KLUB PEMANDANGAN DATARAN|APARTEMEN|KLUB PEMANDANGAN DATARAN
APT.CB-OF|APT|CB-OF|1|5|5|3|1|APARTMENT CLUB OCEAN FRONT|APARTMENT|CLUB OCEAN FRONT|APARTEMEN KLUB DEPAN SAMUDRA|APARTEMEN|KLUB DEPAN SAMUDRA
APT.CB-PE|APT|CB-PE|2|4|3|2|1|APARTMENT CLUB PREMIER|APARTMENT|CLUB PREMIER|APARTEMEN KLUB PREMIER|APARTEMEN|KLUB PREMIER
APT.CB-VM|APT|CB-VM|1|4|4|2|1|APARTMENT CLUB SEA VIEW|APARTMENT|CLUB SEA VIEW|APARTEMEN KLUB PEMANDANGAN LAUT|APARTEMEN|KLUB PEMANDANGAN LAUT
APT.CM|APT|CM|1|5|5|3|2|APARTMENT CONNECTING ROOM|APARTMENT|CONNECTING ROOM|APARTEMEN KAMAR PENGHUBUNG|APARTEMEN|KAMAR PENGHUBUNG
APT.CV|APT|CV|1|7|6|3|1|APARTMENT CITY VIEW|APARTMENT|CITY VIEW|APARTEMEN PEMANDANGAN KOTA|APARTEMEN|PEMANDANGAN KOTA
APT.CV-DX|APT|CV-DX|1|3|3|1|1|APARTMENT DELUXE CITY VIEW|APARTMENT|DELUXE CITY VIEW|APARTEMEN DELUKS PEMANDANGAN KOTA|APARTEMEN|DELUKS PEMANDANGAN KOTA
APT.CV-EJ|APT|CV-EJ|1|4|3|3|1|APARTMENT EXECUTIVE CITY VIEW|APARTMENT|EXECUTIVE CITY VIEW|APARTEMEN EKSEKUTIF PEMANDANGAN KOTA|APARTEMEN|EKSEKUTIF PEMANDANGAN KOTA
APT.CV-KG|APT|CV-KG|1|3|3|2|1|APARTMENT CITY VIEW KING BED|APARTMENT|CITY VIEW KING BED|APARTEMEN PEMANDANGAN KOTA RANJANG KING|APARTEMEN|PEMANDANGAN KOTA RANJANG KING
APT.CV-SU|APT|CV-SU|0|5|5|3|1|APARTMENT SUPERIOR CITY VIEW|APARTMENT|SUPERIOR CITY VIEW|APARTEMEN SUPERIOR PEMANDANGAN KOTA|APARTEMEN|SUPERIOR PEMANDANGAN KOTA
APT.DB|APT|DB|0|5|5|4|1|APARTMENT DOUBLE BED|APARTMENT|DOUBLE BED|APARTEMEN RANJANG DOUBLE|APARTEMEN|RANJANG DOUBLE
APT.DB-SU|APT|DB-SU|0|4|2|2|1|APARTMENT SUPERIOR DOUBLE BED|APARTMENT|SUPERIOR DOUBLE BED|APARTEMEN SUPERIOR RANJANG DOUBLE|APARTEMEN|SUPERIOR RANJANG DOUBLE
APT.DP|APT|DP|1|9|9|6|1|APARTMENT DUPLEX|APARTMENT|DUPLEX|APARTEMEN DUPLEKS|APARTEMEN|DUPLEKS
APT.DP-1|APT|DP-1|1|4|4|0|1|APARTMENT DUPLEX|APARTMENT|DUPLEX|APARTEMEN DUPLEKS|APARTEMEN|DUPLEKS
APT.DP-2|APT|DP-2|1|6|6|0|1|APARTMENT DUPLEX|APARTMENT|DUPLEX|APARTEMEN DUPLEKS|APARTEMEN|DUPLEKS
APT.DP-3|APT|DP-3|1|6|6|5|1|APARTMENT DUPLEX|APARTMENT|DUPLEX|APARTEMEN DUPLEKS|APARTEMEN|DUPLEKS
APT.DP-4|APT|DP-4|1|4|4|2|1|APARTMENT DUPLEX|APARTMENT|DUPLEX|APARTEMEN DUPLEKS|APARTEMEN|DUPLEKS
APT.DP-SU|APT|DP-SU|1|7|7|5|1|APARTMENT DUPLEX SUPERIOR|APARTMENT|DUPLEX SUPERIOR|APARTEMEN DUPLEKS SUPERIOR|APARTEMEN|DUPLEKS SUPERIOR
APT.DX|APT|DX|0|12|12|5|1|APARTMENT DELUXE|APARTMENT|DELUXE|APARTEMEN DELUKS|APARTEMEN|DELUKS
APT.DX-1|APT|DX-1|1|6|6|0|1|APARTMENT DELUXE|APARTMENT|DELUXE|APARTEMEN DELUKS|APARTEMEN|DELUKS
APT.DX-10|APT|DX-10|1|10|10|0|1|APARTMENT DELUXE|APARTMENT|DELUXE|APARTEMEN DELUKS|APARTEMEN|DELUKS
APT.DX-2|APT|DX-2|3|3|3|0|3|APARTMENT DELUXE|APARTMENT|DELUXE|APARTEMEN DELUKS|APARTEMEN|DELUKS
APT.DX-3|APT|DX-3|3|3|3|0|3|APARTMENT DELUXE|APARTMENT|DELUXE|APARTEMEN DELUKS|APARTEMEN|DELUKS
APT.DX-6|APT|DX-6|2|4|4|3|1|APARTMENT DELUXE|APARTMENT|DELUXE|APARTEMEN DELUKS|APARTEMEN|DELUKS
APT.DX-8|APT|DX-8|1|4|4|2|1|APARTMENT DELUXE|APARTMENT|DELUXE|APARTEMEN DELUKS|APARTEMEN|DELUKS
APT.DX-GD|APT|DX-GD|1|10|10|3|1|APARTMENT GRAND DELUXE|APARTMENT|GRAND DELUXE|APARTEMEN GRAND DELUKS|APARTEMEN|GRAND DELUKS
APT.DX-GV|APT|DX-GV|1|5|5|4|1|APARTMENT DELUXE GARDEN VIEW|APARTMENT|DELUXE GARDEN VIEW|APARTEMEN DELUKS PEMANDANGAN KEBUN|APARTEMEN|DELUKS PEMANDANGAN KEBUN
APT.DX-GV-SU|APT|DX-GV-SU|1|2|2|1|1|APARTMENT DELUXE GARDEN VIEW SUPERIOR|APARTMENT|DELUXE GARDEN VIEW SUPERIOR|APARTEMEN DELUKS PEMANDANGAN KEBUN SUPERIOR|APARTEMEN|DELUKS PEMANDANGAN KEBUN SUPERIOR
APT.DX-JA|APT|DX-JA|1|4|4|0|1|APARTMENT DELUXE WITH JACUZZI|APARTMENT|DELUXE WITH JACUZZI|APARTEMEN DELUKS DENGAN JACUZZI|APARTEMEN|DELUKS DENGAN JACUZZI
APT.DX-KG|APT|DX-KG|0|4|4|2|1|APARTMENT DELUXE KING BED|APARTMENT|DELUXE KING BED|APARTEMEN DELUKS RANJANG KING|APARTEMEN|DELUKS RANJANG KING
APT.DX-PO|APT|DX-PO|1|5|5|3|1|APARTMENT DELUXE PARTIAL OCEAN VIEW|APARTMENT|DELUXE PARTIAL OCEAN VIEW|APARTEMEN DELUKS PEMANDANGAN PARSIAL SAMUDRA|APARTEMEN|DELUKS PEMANDANGAN PARSIAL SAMUDRA
APT.DX-QN|APT|DX-QN|1|5|5|3|1|APARTMENT DELUXE QUEEN BED|APARTMENT|DELUXE QUEEN BED|APARTEMEN DELUKS RANJANG QUEEN|APARTEMEN|DELUKS RANJANG QUEEN
