Airport Code|Airport Name|City Name|Country Name
BEN|Benina Intl|Benghazi|Libya
BEO|Belmont|Newcastle|Australia
BEP|Bellary|Bellary|India
BEQ|Honington|Bury St Edmunds|United Kingdom
BER|Berlin Metropolitan Area|Berlin|Germany
BES|Brest Lesquin|Brest|France
BET|Bethel Arpt.|Bethel|United States
BEU|Bedourie|Bedourie|Australia
BEV|Beer Sheba|Beer Sheba|Israel
BEW|Beira|Beira|Mozambique
BEY|Beirut Rafic Hariri Arpt.|Beirut|Lebanon
BEZ|Beru|Beru|Kiribati
BFA|Bahia Negra|Bahia Negra|Paraguay
BFB|Blue Fox Bay|Blue Fox Bay|United States
BFC|Bloomfield|Bloomfield|Australia
BFD|Bradford|Bradford|United States
BFE|Bielefeld|Bielefeld|Germany
BFF|Scotts Bluff County|Scottsbluff|United States
BFG|Bullfrog Basin|Bullfrog Basin|United States
BFH|Bacacheri|Curitiba|Brazil
BFI|Boeing Field/King County Intl. Arpt.|Seattle|United States
BFJ|Ba|Ba|Fiji
BFK|Buffalo Municipal Arpt.|Denver|United States
BFL|Meadows Field|Bakersfield|United States
BFM|Mob Aerospace|Mobile|United States
BFN|Bloemfontein|Bloemfontein|South Africa
BFO|Buffalo Range|Buffalo Range|Zimbabwe
BFP|Beaver Falls|Beaver Falls|United States
BFQ|Bahia Pinas|Bahia Pinas|Panama
BFR|Virgil I Grissom Muni|Bedford|United States
BFS|Aldergrove Intl. Arpt.|Belfast|United Kingdom
BFT|County|Beaufort|United States
BFU|Bengbu|Bengbu|China
BFV|Buri Ram|Buri Ram|Thailand
BFX|Bafoussam|Bafoussam|Cameroon
BGA|Palo Negro|Bucaramanga|Colombia
BGB|Booue|Booue|Gabon
BGC|Braganca|Braganca|Portugal
BGD|Borger|Borger|United States
BGE|Decatur County|Bainbridge|United States
BGF|Bangui|Bangui|Central African Republic
BGG|Bongouanou|Bongouanou|Cote D'Ivoire
BGH|Abbaye|Boghe|Mauritania
BGI|Grantley Adams Intl.|Bridgetown|Barbados
BGJ|Borgarfjordur Eystri|Borgarfjordur Eystri|Iceland
BGK|Big Creek|Big Creek|Belize
BGL|Baglung|Baglung|Nepal
BGM|Greater Binghamton|Binghamton, NY|United States
BGN|R.A.F.|Brueggen|Germany
BGO|Bergen Arpt., Flesland|Bergen|Norway
BGP|Bongo|Bongo|Gabon
BGQ|Big Lake|Big Lake|United States
BGR|Bangor Intl. Arpt.|Bangor|United States
BGS|Webb AFB|Big Spring|United States
BGT|Bagdad|Bagdad, AZ|United States
BGU|Bangassou|Bangassou|Central African Republic
BGV|Bento Goncalves|Bento Goncalves|Brazil
BGW|Al Rasheed|Baghdad|Iraq
BGX|Arpt. Cmdt. Gustavo Kraemer|Bage|Brazil
BGY|Orio al Serio|Milan|Italy
BGZ|Braga|Braga|Portugal
BHA|Bahia De Caraquez|Bahia De Caraquez|Ecuador
BHB|Bar Harbor|Bar Harbor|United States
BHC|Bhurban Heliport|Bhurban|United States
BHD|George Best Belfast City|Belfast|United Kingdom
BHE|Woodbourne Air Station|Blenheim|New Zealand
BHF|Bahia Cupica|Bahia Cupica|Colombia
BHG|Brus Laguna|Brus Laguna|Honduras
BHH|Bisha|Bisha|Saudi Arabia
BHI|Comandante|Bahia Blanca|Argentina
BHJ|Rudra Mata|Bhuj|India
BHK|Bukhara|Bukhara|Uzbekistan
BHL|Bahia Angeles|Bahia Angeles|Mexico
BHM|Birmingham|Birmingham|United States
BHN|Beihan|Beihan|Yemen
BHO|Bhopal|Bhopal|India
BHP|Bhojpur|Bhojpur|Nepal
BHQ|Broken Hill|Broken Hill|Australia
BHR|Bharatpur Arpt.|Bharatpur|Nepal
BHS|Raglan|Bathurst|Australia
BHT|Brighton Downs|Brighton Downs|Australia
BHU|Bhavnagar|Bhavnagar|India
BHV|Bahawalpur|Bahawalpur|Pakistan
BHW|Bhagatanwala Apt|Sargodha|Pakistan
BHX|Birmingham Intl. Arpt.|Birmingham|United Kingdom
BHY|Beihai|Beihai|China
BHZ|Belo Horizonte Metropolitian Area|Belo Horizonte|Brazil
BIA|Poretta|Bastia|France
BIB|Baidoa|Baidoa|Somalia
BIC|Big Creek|Big Creek|United States
BID|Block Island|Block Island|United States
BIE|Beatrice|Beatrice|United States
BIF|Biggs Aaf|El Paso|United States
BIG|Intermediate Field|Big Delta|United States
BIH|Bishop|Bishop|United States
BII|Enyu Airfield|Bikini Atoll|Marshall Islands
BIJ|Biliau|Biliau|Papua New Guinea
BIK|Frans Kaisepo|Biak|Indonesia
BIL|Billings|Billings|United States
BIM|Intl.|Bimini|Bahamas
BIN|Bamiyan|Bamiyan|Afghanistan
BIO|Sondica|Bilbao|Spain
BIP|Bulimba|Bulimba|Australia
BIQ|Biarritz Parme|Biarritz|France
BIR|Biratnagar|Biratnagar|Nepal
BIS|Bismarck|Bismarck|United States
BIT|Baitadi|Baitadi|Nepal
BIU|Bildudalur|Bildudalur|Iceland
BIV|Bria|Bria|Central African Republic
BIW|Billiluna|Billiluna|Australia
BIX|Keesler AFB|Biloxi|United States
BIY|Bisho|Bisho|South Africa
BIZ|Bimin|Bimin|Papua New Guinea
BJA|Bejaia|Bejaia|Algeria
BJB|Bojnord|Bojnord|Iran
BJC|Jeffco|Broomfield|United States
BJD|Bakkafjordur|Bakkafjordur|Iceland
BJF|Batsfjord|Batsfjord|Norway
BJG|Bolaang|Bolaang|Indonesia
BJH|Bajhang|Bajhang|Nepal
BJI|Bemidji|Bemidji|United States
BJJ|Wayne County|Wooster|United States
BJK|Benjina|Benjina|Indonesia
BJL|Yundum Intl.|Banjul|Gambia
BJM|Intl.|Bujumbura|Burundi
BJN|Bajone|Bajone|Mozambique
BJO|Bermejo|Bermejo|Bolivia
BJP|Braganca Paulista|Braganca Paulista|Brazil
BJR|Bahar Dar|Bahar Dar|Ethiopia
BJS|All Airports|Beijing|China
BJT|Bentota River|Bentota River|Sri Lanka
BJU|Bajura Arpt|Bajura|Nepal
BJV|Milas|Milas|Turkey
BJW|Bajawa|Bajawa|Indonesia
BJX|Del Bajío Intl.|León|Mexico
BJY|Batajnica|Belgrade|Serbia
BJZ|Talaveral La Real|Badajoz|Spain
BKA|Bykovo|Moscow|Russian Federation
BKB|Bikaner|Bikaner|India
BKC|Buckland|Buckland|United States
BKD|Stephens County|Breckenridge|United States
BKE|Baker|Baker|United States
BKF|Lake Brooks SPB|Katmai National Park|United States
BKG|Branson|Branson|United States
BKH|Barking Sands PMRF|Kekaha|United States
BKI|Kota-Kinabalu Intl. Arpt.|Kota-Kinabalu|Malaysia
BKJ|Boke|Boke|Guinea
BKK|Suvarnabhumi Intl.|Bangkok|Thailand
BKL|Burke Lakefront|Cleveland|United States
BKM|Bakalalan|Bakalalan|Malaysia
BKN|Birni Nkoni|Birni Nkoni|Niger
BKO|Bamako|Bamako|Mali
BKP|Barkly Downs|Barkly Downs|Australia
BKQ|Blackall|Blackall|Australia
BKR|Bokoro|Bokoro|Chad
BKS|Padangkemiling|Bengkulu|Indonesia
BKT|Blackstone AAF|Blackstone|United States
BKU|Betioky|Betioky|Madagascar
BKW|Beckley|Beckley|United States
BKX|Brookings|Brookings|United States
BKY|Kavumu|Bukavu|Congo
BKZ|Bukoba|Bukoba|Tanzania
BLA|Gen J A Anzoategui|Barcelona|Venezuela
BLB|Balboa|Balboa|Panama
BLC|Bamenda|Bali|Cameroon
BLD|Boulder City|Las Vegas|United States
BLE|Dala Arpt.|Borlange|Sweden
BLF|Princeton|Princeton|United States
BLG|Belaga|Belaga|Malaysia
BLH|Blythe|Blythe|United States
BLI|Bellingham|Bellingham|United States
BLJ|Batna|Batna|Algeria
BLK|Blackpool Arpt.|Blackpool|United Kingdom
BLL|Billund|Billund|Denmark
BLM|Monmouth Executive Arpt.|Belmar - Farmingdale|United States
BLN|Benalla|Benalla|Australia
BLO|Blonduos|Blonduos|Iceland
BLP|Bellavista|Bellavista|Peru
BLQ|Guglielmo Marconi|Bologna|Italy
BLR|Bangalore Intl. Arpt.|Bangalore|India
BLS|Bollon|Bollon|Australia
BLT|Blackwater|Blackwater|Australia
BLU|Blue Canyon|Blue Canyon|United States
BLV|Belleville|Belleville|United States
BLW|Bellows Field|Waimanalo|United States
BLX|Belluno|Belluno|Italy
BLY|Belmullet|Belmullet|Ireland
BLZ|Chileka|Blantyre|Malawi
BMA|Bromma|Stockholm|Sweden
BMB|Bumba|Bumba|Zaire
BMC|Brigham City|Brigham City|United States
BMD|Belo|Belo|Madagascar
BME|Broome|Broome, Western Australia|Australia
BMF|Bakouma|Bakouma|Central African Republic
BMG|Bloomington|Bloomington|United States
BMH|Bomai|Bomai|Papua New Guinea
BMI|Central Illinois Regional Arpt.|Bloomington/Normal, IL|United States
BMJ|Baramita|Baramita|Guyana
BMK|Borkum|Borkum|Germany
BML|Berlin Municipal Arpt.|Berlin|United States
BMM|Bitam|Bitam|Gabon
BMN|Bamerny|Bamerny|Iraq
BMO|Bhamo|Bhamo|Myanmar
BMP|Brampton Island|Brampton Island|Australia
BMQ|Bamburi|Bamburi|Kenya
BMR|Baltrum|Baltrum Island|Germany
BMS|Brumado|Brumado|Brazil
BMT|Beaumont Muni|Beaumont|United States
BMU|Bima|Bima|Indonesia
BMV|Phung-Duc|Banmethuot|Viet Nam
BMW|Bordj Badji Mokhtar|Bordj Badji Mokhtar|Algeria
BMX|Big Mountain|Big Mountain|United States
BMY|Belep Island|Belep Island|New Caledonia
BMZ|Bamu|Bamu|Papua New Guinea
BNA|Nashville Intl.|Nashville, TN|United States
BNB|Boende|Boende|Zaire
BNC|Beni|Beni|Zaire
BND|Bandar Abbas|Bandar Abbas|Iran
BNE|Brisbane Intl.|Brisbane|Australia
BNF|Warm Spring Bay SPB|Baranof|United States
BNG|Banning|Banning|United States
BNH|Barnes|Hartford|United States
BNI|Benin City|Benin City|Nigeria
BNK|Ballina Byron Gateway|Ballina|Australia
BNL|Barnwell Regional|Barnwell, SC|United States
BNM|Bodinumu|Bodinumu|Papua New Guinea
BNN|Bronnoy|Bronnoysund|Norway
BNO|Burns|Burns|United States
BNP|Bannu|Bannu|Pakistan
BNQ|Baganga|Baganga|Philippines
BNR|Banfora|Banfora|Burkina Faso
BNS|Barinas|Barinas|Venezuela
BNT|Bundi|Bundi|Papua New Guinea
BNU|Blumenau|Blumenau|Brazil
BNV|Boana|Boana|Papua New Guinea
BNW|Boone|Boone|United States
BNX|Banja Luka|Banja Luka|Bosnia And Herzegovina
BNY|Bellona|Bellona|Solomon Islands
BNZ|Banz|Banz|Papua New Guinea
BOA|Boma|Boma|Zaire
BOB|Motu-mute|Bora Bora|French Polynesia
BOC|Bocas Del Toro|Bocas Del Toro|Panama
BOD|Mérignac|Bordeaux|France
BOE|Boundji|Boundji|Congo
BOF|Bolling AFB|Washington|United States
BOG|Eldorado Intl.|Bogota|Colombia
BOH|Bournemouth Intl.|Bournemouth|United Kingdom
BOI|Boise Air Terminal/Gowen Field|Boise, ID|United States
BOJ|Bourgas|Bourgas|Bulgaria
BOK|Brookings State|Brookings|United States
BOL|Bally Kelly|Bally Kelly|United Kingdom
BOM|Chhatrapati Shivaji Intl.|Mumbai|India
BON|Flamingo Intl.|Kralendijk|Netherlands Antilles
BOO|Bodo|Bodo|Norway
BOP|Bouar|Bouar|Central African Republic
BOQ|Boku|Boku|Papua New Guinea
BOR|Fontaine|Belfort|France
BOS|Logan Intl.|Boston|United States
BOU|Bourges|Bourges|France
BOV|Boang|Boang|Papua New Guinea
BOW|Bartow|Bartow|United States
BOX|Borroloola|Borroloola|Australia
BOY|Borgo|Bobo Dioulasso|Burkina Faso
BOZ|Bozoum|Bozoum|Central African Republic
BPA|Grumman|Bethpage|United States
BPB|Boridi|Boridi|Papua New Guinea
BPC|Bamenda|Bamenda|Cameroon
BPD|Bapi|Bapi|Papua New Guinea
BPE|Bagan|Bagan|Myanmar
BPF|Batuna Aerodrome|Batuna|Solomon Islands
BPG|Barra Do Garcas|Barra Do Garcas|Brazil
BPH|Bislig|Bislig|Philippines
BPI|Big Piney-marbleton|Big Piney|United States
BPK|Biangabip|Biangabip|Papua New Guinea
BPN|Sepingan|Balikpapan|Indonesia
BPS|Porto Seguro|Porto Seguro|Brazil
BPT|Jefferson County|Beaumont|United States
BPU|Beppu|Beppu|Japan
BPX|Bangda|Bangda|China
BPY|Besalampy|Besalampy|Madagascar
BQA|Baler|Baler|Philippines
BQB|Bussellton|Bussellton|Australia
BQE|Bubaque|Bubaque|Guinea-Bissau
BQI|Bagani|Bagani|Namibia
BQK|Glynco Jetport|Brunswick|United States
BQL|Boulia|Boulia|Australia
BQN|Borinquen|Aguadilla|Puerto Rico
BQO|Bouna|Bouna|Cote D'Ivoire
BQQ|Barra|Barra|Brazil
BQS|Blagoveschensk|Blagoveschensk|Russian Federation
BQT|Brest|Brest|Belarus
BQU|J.F. Mitchell|Bequia|Saint Vincent And The Grenadines
BQV|Bartlett SPB|Gustavus|United States
BQW|Balgo Hills|Balgo Hills|Australia
BRA|Barreiras|Barreiras|Brazil
BRB|Barreirinhas|Barreirinhas|Brazil
BRC|Intl.|San Carlos DeBariloche|Argentina
BRD|Brainerd Lakes Regional|Brainerd, MN|United States
BRE|Bremen|Bremen|Germany
BRF|Bradford|Bradford|United Kingdom
BRG|Municipal|Whitesburg|United States
BRH|Brahman|Brahman|Papua New Guinea
BRI|Palese|Bari|Italy
BRJ|Bright|Bright|Australia
BRK|Bourke|Bourke|Australia
BRL|Burlington|Burlington|United States
BRM|Barquisimeto|Barquisimeto|Venezuela
BRN|Belp|Berne|Switzerland
BRO|South Padre Is. Intl|Brownsville|United States
BRP|Biaru|Biaru|Papua New Guinea
BRQ|Turany|Brno|Czech Republic
BRR|North Bay|Barra|United Kingdom
BRS|Bristol|Bristol|United Kingdom
BRT|Bathurst Island|Bathurst Island|Australia
BRU|Brussels Arpt.|Brussels|Belgium
BRV|Bremerhaven|Bremerhaven|Germany
BRW|Wiley Post/W.Rogers M|Barrow|United States
BRX|Barahona|Barahona|Dominican Republic
BRY|Samuels Field|Bardstown, KY|United States
BRZ|Borotou|Borotou|Cote D'Ivoire
BSA|Bossaso|Bossaso|Somalia
BSB|Presidente Juscelino Kubitschek|Brasília, Distrito Federal|Brazil
BSC|Bahia Solano|Bahia Solano|Colombia
BSD|Baoshan|Baoshan|China
BSE|Sematan|Sematan|Malaysia
BSF|Bradshaw AAF|Pohakuloa|United States
BSG|Bata|Bata|Equatorial Guinea
BSH|Brighton|Brighton|United Kingdom
BSI|Blairsville|Blairsville|United States
BSJ|Bairnsdale|Bairnsdale|Australia
BSK|Biskra|Biskra|Algeria
BSL|EuroArpt. Basel Mulhouse Freiburg|Mulhouse/basel|Switzerland
BSM|Bishe-kola|Bishe-kola|Iran
BSN|Bossangoa|Bossangoa|Central African Republic
BSO|Basco|Basco|Philippines
BSP|Bensbach|Bensbach|Papua New Guinea
BSQ|Bisbee Municipal Arpt|Bisbee|United States
BSR|Intl.|Basra|Iraq
BSS|Balsas|Balsas|Brazil
BST|Bost|Bost|Afghanistan
BSU|Basankusu|Basankusu|Zaire
BSV|Besakoa|Besakoa|Papua New Guinea
BSW|Boswell Bay|Boswell Bay|United States
BSX|Bassein|Bassein|Myanmar
BSY|Bardera|Bardera|Somalia
BSZ|Bartletts|Bartletts|United States
BTA|Yaoundé|Yaoundé|Cameroon
BTB|Betou|Betou|Congo
BTC|Batticaloa|Batticaloa|Sri Lanka
BTD|Brunette Downs|Brunette Downs|Australia
BTE|Bonthe|Bonthe|Sierra Leone
BTF|Salt Lake Skypark|Bountiful|United States
BTG|Batangafo|Batangafo|Central African Republic
BTH|Hang Nadim|Batam|Indonesia
BTI|Barter Island|Barter Island|United States
BTJ|Sultan Lskandarmuda Arpt.|Banda Aceh|Indonesia
BTK|Bratsk|Bratsk|Russian Federation
BTL|WK Kellogg Regional|Battle Creek|United States
BTM|Bert Mooney Arpt.|Butte,|United States
BTN|Bennettsville|Bennettsville|United States
BTO|Botopasie|Botopasie|Suriname
BTP|Butler County - Kenny Scholter Field|Butler|United States
BTQ|Butare|Butare|Rwanda
BTR|Ryan|Baton Rouge|United States
BTS|M. R. Štefánika|Bratislava|Slovakia
BTT|Bettles|Bettles|United States
BTU|Bintulu|Bintulu|Malaysia
BTV|Burlington Intl.|Burlington|United States
BTW|Batu Licin|Batu Licin|Indonesia
BTX|Betoota|Betoota|Australia
BTY|Beatty|Beatty|United States
BTZ|Bursa Arpt.|Bursa|Turkey
BUA|Buka|Buka|Papua New Guinea
BUB|Municipal|Burwell|United States
BUC|Burketown|Burketown|Australia
BUD|Ferihegy|Budapest|Hungary
BUE|Buenos Aires Metropolitan Area|Buenos Aires|Argentina
BUF|Buffalo Niagara Intl.|Buffalo, NY|United States
BUG|Gen V Deslandes|Benguela|Angola
BUH|Bucharest Metropolitan Area|Bucharest|Romania
BUI|Bokondini|Bokondini|Indonesia
BUJ|Ain Eddis|Boussaada|Algeria
BUK|Albuq|Albuq|Yemen
BUL|Bulolo|Bulolo|Papua New Guinea
BUM|Butler|Butler|United States
BUN|Buenaventura|Buenaventura|Colombia
BUO|Burao|Burao|Somalia
BUP|Bhatinda|Bhatinda|India
BUQ|Bulawayo|Bulawayo|Zimbabwe
BUR|Bob Hope|Los Angeles|United States
BUS|Batum|Batumi|Georgia
BUT|Burtonwood|Burtonwood|United Kingdom
BUU|Buyo|Buyo|Cote D'Ivoire
BUV|Bella Union|Bella Union|Uruguay
BUW|Baubau|Baubau|Indonesia
BUX|Bunia|Bunia|Zaire
BUY|Bunbury|Bunbury|Australia
BUZ|Bushehr|Bushehr|Iran
BVA|Beauvais-Tille|Paris|France
BVB|Boa Vista|Boa Vista|Brazil
BVC|Rabil|Boa Vista|Cape Verde
BVD|Sea Port|Beaver Inlet|United States
BVE|Laroche|Brive-La-Gaillarde|France
BVF|Dama|Bua|Fiji
BVG|Berlevag|Berlevag|Norway
BVH|Vilhena|Vilhena|Brazil
BVI|Birdsville|Birdsville, Queensland|Australia
BVM|Belmonte|Belmonte|Brazil
BVO|Bartlesville|Bartlesville|United States
BVP|Bolovip|Bolovip|Papua New Guinea
BVR|Esperadinha|Brava|Cape Verde
BVS|Breves|Breves|Brazil
BVW|Batavia Downs|Batavia Downs|Australia
BVX|Municipal|Batesville|United States
BVY|Beverly Municiple Arpt.|Beverly|United States
BVZ|Beverley Springs|Beverley Springs|Australia
BWA|Bhairawa|Bhairawa|Nepal
BWB|Barrow Island|Barrow Island|Australia
BWC|Brawley|Brawley|United States
BWD|Brownwood|Brownwood|United States
BWE|Braunschweig|Braunschweig|Germany
BWF|Walney Island|Barrow-In-Furness|United Kingdom
BWG|Warren County|Bowling Green|United States
BWH|Butterworth|Butterworth|Malaysia
BWI|Thurgood Marshall|Baltimore/Washington|United States
BWJ|Bawan|Bawan|Papua New Guinea
BWK|Bol|Bol|Croatia
BWL|Blackwell|Blackwell|United States
BWM|Bowman|Bowman|United States
BWN|Bandar Seri Begwan Intl. Arpt.|Bandar Seri Begawan|Brunei Darussalam
BWO|Balakovo|Balakovo|Russian Federation
BWP|Bewani|Bewani|Papua New Guinea
BWQ|Brewarrina|Brewarrina|Australia
BWS|Blaine|Blaine|United States
BWT|Burnie Wynyard|Burnie|Australia
BWU|Sydney Bankstown|Sydney|Australia
BWY|Bentwaters St|Woodbridge|United Kingdom
BXA|George R Carr|Bogalusa|United States
BXB|Babo|Babo|Indonesia
BXC|Boxborough|Boxborough|United States
BXD|Bade|Bade|Indonesia
BXE|Bakel|Bakel|Senegal
BXF|Belburn|Belburn|Australia
BXG|Bendigo|Bendigo|Australia
BXH|Balhash|Balhash|Kazakhstan
BXI|Boundiali|Boundiali|Cote D'Ivoire
BXJ|Burundai|Burundai|Kazakhstan
BXK|Buckeye Municipal|Buckeye|United States
BXL|Blue Lagoon|Blue Lagoon|Fiji
BXM|Batom|Batom|Indonesia
BXN|Imsik Arpt.|Milas|Turkey
BXO|Buochs|Buochs|Guinea-Bissau
BXR|Bam|Bam|Iran
BXS|Borrego Springs|Borrego Springs|United States
BXT|Bontang|Bontang|Indonesia
BXU|Butuan|Butuan|Philippines
BXV|Breiddalsvik|Breiddalsvik|Iceland
BXX|Borama Intl.|Borama|Somalia
BYA|Boundary|Boundary|United States
BYB|Dibaa|Dibaa|Oman
BYC|Yacuiba|Yacuiba|Bolivia
BYD|Beidah|Beidah|Yemen
BYG|Municipal|Buffalo|United States
BYH|Blytheville AFB|Blytheville|United States
BYI|Rupert|Rupert|United States
BYK|Bouake|Bouake|Cote D'Ivoire
BYL|Bella Yella|Bella Yella|Liberia
BYM|C.M. de Cespedes|Bayamo|Cuba
BYN|Bayankhongor|Bayankhongor|Mongolia
BYO|Bonito Arpt.|Bonito|Brazil
BYQ|Bunyu|Bunyu|Indonesia
BYS|Bicycle Lake AAF|Fort Irwin|United States
BYT|Bantry|Bantry|Ireland
BYU|Bindlacher-Berg|Bayreuth|Germany
BYW|Blakely Island|Blakely Island|United States
BYX|Baniyala|Baniyala|Australia
BZA|San Pedro|Bonanza|Nicaragua
BZB|Bazaruto Island|Bazaruto Island|Mozambique
BZC|Buzios|Buzios|Brazil
BZD|Balranald|Balranald|Australia
BZE|Philip S.W.Goldson Int|Belize City|Belize
BZG|Bydgoszcz I. J. Paderewski Arpt.|Bydgoszcz|Poland
BZH|Bumi Hills|Bumi Hills|Zimbabwe
BZI|Balikesir|Balikesir|Turkey
BZK|Briansk|Briansk|Russian Federation
BZL|Barisal|Barisal|Bangladesh
BZM|Woensdrecht|Bergen Op Zoom|Netherlands
BZN|Gallatin Field|Bozeman|United States
BZO|Bolzano|Bolzano|Italy
BZP|Bizant|Bizant|Australia
BZR|Beziers Vias|Beziers|France
BZS|Buzzards Pt S|Washington|United States
BZT|Hinkles Ferry|Brazoria|United States
BZU|Buta|Buta|Zaire
BZV|Maya Maya|Brazzaville|Congo
BZY|Beltsy|Beltsy|Moldova
BZZ|Raf Brize Norton|Oxford|United Kingdom
CAA|Catacamas|Catacamas|Honduras
CAB|Cabinda|Cabinda|Angola
CAC|Cascavel|Cascavel|Brazil
CAD|Cadillac|Cadillac|United States
CAE|Metropolitan Arpt.|Columbia, SC|United States
CAF|Carauari|Carauari|Brazil
CAG|Elmas|Cagliari|Italy
CAH|Ca Mau|Ca Mau|Viet Nam
CAI|Cairo Intl.|Cairo|Egypt
CAJ|Canaima|Canaima|Venezuela
CAK|Akron/canton Regional|Akron/Canton, OH|United States
CAL|Machrihanish|Campbeltown|United Kingdom
CAM|Camiri|Camiri|Bolivia
CAN|New Baiyun|Guangzhou|China
CAO|Clayton|Clayton|United States
CAP|Cap Haitien|Cap Haitien|Haiti
CAQ|Caucasia|Caucasia|Colombia
CAR|Municipal|Caribou|United States
CAS|Anfa|Casablanca|Morocco
CAT|New Bight|Cat Island|Bahamas
CAU|Caruaru|Caruaru|Brazil
CAV|Cazombo|Cazombo|Angola
CAW|Bartolomeu Lisandro|Campos|Brazil
CAX|Carlisle|Carlisle|United Kingdom
CAY|Rochambeau|Cayenne|French Guiana
CAZ|Cobar|Cobar|Australia
CBA|Corner Bay|Corner Bay|United States
CBB|J Wilsterman|Cochabamba|Bolivia
CBC|Cherrabun|Cherrabun|Australia
CBD|Car Nicobar|Car Nicobar|India
CBE|Wiley Ford|Cumberland|United States
CBF|Municipal|Council Bluffs|United States
CBG|Cambridge|Cambridge|United Kingdom
CBH|Leger|Bechar|Algeria
CBI|Cape Barren Island|Cape Barren Island|Australia
CBJ|Cabo Rojo|Cabo Rojo|Dominican Republic
CBK|Municipal|Colby|United States
CBL|Ciudad Bolivar|Ciudad Bolivar|Venezuela
CBM|Columbus AFB|Columbus, MS|United States
CBN|Penggung|Cirebon|Indonesia
CBO|Awang|Cotabato|Philippines
CBP|Coimbra|Coimbra|Portugal
CBQ|Calabar|Calabar|Nigeria
CBR|Canberra|Canberra|Australia
CBS|Oro Negro|Cabimas|Venezuela
CBT|Catumbela|Catumbela|Angola
CBV|Coban|Coban|Guatemala
CBW|Campo Mourao|Campo Mourao|Brazil
CBX|Condobolin|Condobolin|Australia
CBY|Canobie|Canobie|Australia
CBZ|Cabin Creek|Cabin Creek|United States
CCA|Chaffee AFB|Fort Chaffee|United States
CCB|Cable Arpt.|Upland, CA|United States
CCC|Cayo Coco|Cayo Coco|Cuba
CCF|Salvaza|Carcassonne|France
CCG|Crane County Arpt|Crane|United States
CCH|Chile Chico|Chile Chico|Chile
CCI|Concordia|Concordia|Brazil
CCJ|Kozhikode Arpt.|Kozhikode|India
CCK|Cocos Islands|Cocos Islands|Cocos
CCL|Chinchilla|Chinchilla|Australia
CCM|Criciuma|Criciuma|Brazil
CCN|Chakcharan|Chakcharan|Afghanistan
CCO|Carimagua|Carimagua|Colombia
CCP|Carriel Sur|Concepcion|Chile
CCQ|Cachoeira|Cachoeira|Brazil
CCR|Buchanan Fld|Concord|United States
CCS|Simon Bolivar Intl. Arpt.|Caracas|Venezuela
CCT|Colonia Catriel|Colonia Catriel|Argentina
CCU|Netaji Subhas Chandra|Kolkata|India
CCV|Craig Cove|Craig Cove|Vanuatu
CCW|Cowell|Cowell|Australia
CCX|Caceres|Caceres|Brazil
CCY|Municipal|Charles City|United States
CCZ|Chub Cay|Chub Cay|Bahamas
CDA|Cooinda|Cooinda|Australia
CDB|Cold Bay|Cold Bay|United States
CDC|Cedar City|Cedar City|United States
CDD|Cauquira|Cauquira|Honduras
CDE|Caledonia|Caledonia|Panama
CDG|Charles  De Gaulle|Paris|France
CDH|Harrell Fld|Camden|United States
CDI|Cachoeiro Itapemirim|Cachoeiro Itapemirim|Brazil
CDJ|Conceicao Do Araguaia|Conceicao Do Araguaia|Brazil
CDK|Lewis|Cedar Key|United States
CDL|Candle|Candle|United States
CDN|Woodward Fld|Camden|United States
CDO|Cradock|Cradock|South Africa
CDP|Cuddapah|Cuddapah|India
CDQ|Croydon|Croydon|Australia
CDR|Chadron|Chadron|United States
CDS|Childress|Childress|United States
CDU|Camden|Camden|Australia
CDV|Mudhole Smith|Cordova|United States
CDW|Caldwell Wright|Caldwell, NJ|United States
CDY|Cagayan De Sulu|Cagayan De Sulu|Philippines
CDZ|Cadiz|Cadiz|Spain
CEA|Cessna Aircraft Field|Wichita|United States
CEB|Mactan-Cebu Intl.|Cebu|Philippines
CEC|Mc Namara Fld|Crescent City|United States
CED|Ceduna|Ceduna|Australia
CEE|Cherepovets|Cherepovets|Russian Federation
CEF|Westover Metro Arpt|Springfield|United States
CEG|Chester|Chester|United Kingdom
CEH|Chelinda|Chelinda|Malawi
CEI|Chiang Rai|Chiang Rai|Thailand
CEJ|Chernigov|Chernigov|Ukraine
CEK|Chelyabinsk|Chelyabinsk|Russian Federation
CEL|Cape Eleuthera|Cape Eleuthera|Bahamas
CEM|Central|Central|United States
CEN|Ciudad Obregon|Ciudad Obregon|Mexico
CEO|Waco Kungo|Waco Kungo|Angola
CEP|Concepcion|Concepcion|Bolivia
CEQ|Mandelieu|Cannes|France
CER|Maupertus|Cherbourg|France
CES|Cessnock|Cessnock|Australia
CET|Le Pontreau|Cholet|France
CEU|Oconee County|Clemson|United States
CEV|Mettle Field|Connersville|United States
CEW|Bob Sikes|Crestview|United States
CEX|Chena Hot Springs|Chena Hot Springs|United States
CEY|Calloway County|Murray|United States
CEZ|Montezuma County|Cortez|United States
CFA|Coffee Point|Coffee Point|United States
CFB|Cabo Frio|Cabo Frio|Brazil
CFC|Cacador|Cacador|Brazil
CFD|Coulter Field|Bryan|United States
CFE|Aulnat|Clermont-Ferrand|France
CFF|Cafunfo|Cafunfo|Angola
CFG|Cienfuegos|Cienfuegos|Cuba
CFH|Clifton Hills|Clifton Hills|Australia
CFI|Camfield|Camfield|Australia
CFK|Chefornak|Chefornak, AK|United States
